60,0,317,1400.15,0,4504957,24,"[200,404]"
60,1,389,2623.47,0,4727569,78,"[404,200]"
60,2,72,1099.04,0,692352,15,"[404,500,200]"
60,3,255,1335.91,0,1363461,165,"[404,200]"
60,4,581,1934.95,0,8098528,64,"[404,200]"
60,5,219,3441.7,0,3269900,2,"[200,404]"
60,6,660,2412.22,0,9824807,23,"[404,200]"
60,7,147,1889.66,0,1961540,4,"[200,404]"
60,8,360,2185.27,0,5022870,10,"[200,404]"
60,9,541,1789.57,0,7551200,37,"[404,200]"
60,10,44,1051.8,0,475406,4,"[404,200]"
